256	0.3225	1198
256	0.3225	251
256	0.3225	670
256	0.3225	281
256	0.3225	465
256	0.3225	587
256	0.3225	140
256	0.3225	812
256	0.3225	767
256	0.3225	681
256	0.3225	425
256	0.3225	1133
256	0.3225	1538
256	0.3225	285
256	0.3225	0
256	0.3225	226
256	0.3225	280
256	0.3225	146
256	0.3225	1578
256	0.3225	130
256	0.3225	506
256	0.3225	881
256	0.3225	958
256	0.3225	880
256	0.3225	1815
256	0.3225	1530
256	0.3225	0
256	0.3225	437
256	0.3225	608
256	0.3225	361
256	0.3225	495
256	0.3225	164
256	0.3225	309
256	0.3225	926
256	0.3225	1332
256	0.3225	949
256	0.3225	1323
256	0.3225	533
256	0.3225	2136
256	0.3225	2009
256	0.3225	2060
256	0.3225	863
256	0.3225	2287
256	0.3225	916
256	0.3225	520
256	0.3225	672
256	0.3225	844
256	0.3225	1045
256	0.3225	1318
256	0.3225	245
256	0.3225	388
256	0.3225	909
256	0.3225	298
256	0.3225	136
256	0.3225	1146
256	0.3225	2718
256	0.3225	109
256	0.3225	2180
256	0.3225	968
256	0.3225	379
256	0.3225	166
256	0.3225	43
256	0.3225	1656
256	0.3225	0
256	0.3225	780
256	0.3225	286
256	0.3225	1388
256	0.3225	91
256	0.3225	524
256	0.3225	302
256	0.3225	1372
256	0.3225	595
256	0.3225	1876
256	0.3225	578
256	0.3225	1005
256	0.3225	540
256	0.3225	146
256	0.3225	966
256	0.3225	635
256	0.3225	100
256	0.3225	231
256	0.3225	1321
256	0.3225	1435
256	0.3225	303
256	0.3225	128
256	0.3225	159
256	0.3225	81
256	0.3225	930
256	0.3225	1482
256	0.3225	625
256	0.3225	820
256	0.3225	712
256	0.3225	905
256	0.3225	877
256	0.3225	682
256	0.3225	866
256	0.3225	1077
256	0.3225	486
256	0.3225	717
256	0.3225	530
256	0.3225	1117
256	0.3225	249
256	0.3225	423
256	0.3225	946
256	0.3225	1316
256	0.3225	52
256	0.3225	1108
256	0.3225	143
256	0.3225	1289
256	0.3225	44
256	0.3225	589
256	0.3225	217
256	0.3225	694
256	0.3225	1121
256	0.3225	253
256	0.3225	647
256	0.3225	828
256	0.3225	201
256	0.3225	1610
256	0.3225	0
256	0.3225	1849
256	0.3225	364
256	0.3225	196
256	0.3225	1258
256	0.3225	1454
256	0.3225	511
256	0.3225	151
256	0.3225	405
256	0.3225	843
256	0.3225	526
256	0.3225	1087
256	0.3225	153
256	0.3225	784
256	0.3225	520
256	0.3225	71
256	0.3225	1143
256	0.3225	21
256	0.3225	1289
256	0.3225	812
256	0.3225	1747
256	0.3225	400
256	0.3225	145
256	0.3225	1099
256	0.3225	323
256	0.3225	875
256	0.3225	176
256	0.3225	1719
256	0.3225	371
256	0.3225	485
256	0.3225	1088
256	0.3225	2999
256	0.3225	1316
256	0.3225	236
256	0.3225	474
256	0.3225	581
256	0.3225	727
256	0.3225	10
256	0.3225	1139
256	0.3225	0
256	0.3225	569
256	0.3225	1444
256	0.3225	2304
256	0.3225	126
256	0.3225	3
256	0.3225	0
256	0.3225	244
256	0.3225	783
256	0.3225	291
256	0.3225	1289
256	0.3225	1662
256	0.3225	0
256	0.3225	1382
256	0.3225	1778
256	0.3225	618
256	0.3225	145
256	0.3225	947
256	0.3225	1515
256	0.3225	556
256	0.3225	932
256	0.3225	577
256	0.3225	885
256	0.3225	725
256	0.3225	374
256	0.3225	1461
256	0.3225	420
256	0.3225	444
256	0.3225	0
256	0.3225	146
256	0.3225	307
256	0.3225	751
256	0.3225	897
256	0.3225	1025
256	0.3225	242
256	0.3225	1219
256	0.3225	594
256	0.3225	421
256	0.3225	526
256	0.3225	984
256	0.3225	682
256	0.3225	980
256	0.3225	1354
256	0.3225	378
256	0.3225	785
256	0.3225	907
256	0.3225	804
256	0.3225	1217
256	0.3225	868
256	0.3225	539
256	0.3225	729
256	0.3225	2031
256	0.3225	896
256	0.3225	609
256	0.3225	563
256	0.3225	305
256	0.3225	256
256	0.3225	332
256	0.3225	633
256	0.3225	235
256	0.3225	44
256	0.3225	1122
256	0.3225	352
256	0.3225	1044
256	0.3225	1105
256	0.3225	1156
256	0.3225	978
256	0.3225	9
256	0.3225	78
256	0.3225	480
256	0.3225	722
256	0.3225	325
256	0.3225	1175
256	0.3225	212
256	0.3225	38
256	0.3225	334
256	0.3225	1142
256	0.3225	415
256	0.3225	944
256	0.3225	943
256	0.3225	762
256	0.3225	841
256	0.3225	315
256	0.3225	1627
256	0.3225	1064
256	0.3225	874
256	0.3225	1357
256	0.3225	1188
256	0.3225	386
256	0.3225	193
256	0.3225	222
256	0.3225	1189
